traffic_time,cars_cnt,has_game,inc,time,date
2005-04-13 13:00:00,158.0,0.0,75,13:00:00,2005-04-13
2005-04-13 13:30:00,196.0,0.0,76,13:30:00,2005-04-13
2005-04-13 14:00:00,226.0,0.0,77,14:00:00,2005-04-13
2005-04-13 14:30:00,210.0,0.0,78,14:30:00,2005-04-13
2005-04-13 15:00:00,215.0,0.0,79,15:00:00,2005-04-13
2005-04-13 15:30:00,252.0,0.0,80,15:30:00,2005-04-13
2005-04-13 16:00:00,218.0,0.0,81,16:00:00,2005-04-13
2005-04-13 16:30:00,194.0,0.0,82,16:30:00,2005-04-13
2005-04-13 17:00:00,186.0,0.0,83,17:00:00,2005-04-13
2005-04-13 17:30:00,156.0,0.0,84,17:30:00,2005-04-13
2005-04-13 18:00:00,202.0,0.0,85,18:00:00,2005-04-13
2005-04-13 18:30:00,196.0,0.0,86,18:30:00,2005-04-13
2005-04-13 19:00:00,180.0,0.0,87,19:00:00,2005-04-13
2005-04-13 19:30:00,168.0,1.0,88,19:30:00,2005-04-13
2005-04-13 20:00:00,118.0,1.0,89,20:00:00,2005-04-13
2005-04-13 20:30:00,124.0,1.0,90,20:30:00,2005-04-13
2005-04-13 21:00:00,145.0,1.0,91,21:00:00,2005-04-13
2005-04-13 21:30:00,184.0,1.0,92,21:30:00,2005-04-13
2005-04-13 22:00:00,304.0,1.0,93,22:00:00,2005-04-13
2005-04-13 22:30:00,217.0,1.0,94,22:30:00,2005-04-13
2005-04-13 23:00:00,64.0,0.0,95,23:00:00,2005-04-13
2005-04-13 23:30:00,52.0,0.0,96,23:30:00,2005-04-13
2005-04-14 00:00:00,41.0,0.0,97,00:00:00,2005-04-14
2005-04-14 00:30:00,32.0,0.0,98,00:30:00,2005-04-14
2005-04-14 01:00:00,25.0,0.0,99,01:00:00,2005-04-14
2005-04-14 01:30:00,14.0,0.0,100,01:30:00,2005-04-14
2005-04-14 02:00:00,20.0,0.0,101,02:00:00,2005-04-14
2005-04-14 02:30:00,11.0,0.0,102,02:30:00,2005-04-14
2005-04-14 03:00:00,13.0,0.0,103,03:00:00,2005-04-14
2005-04-14 03:30:00,12.0,0.0,104,03:30:00,2005-04-14
2005-04-14 04:00:00,8.0,0.0,105,04:00:00,2005-04-14
2005-04-14 04:30:00,17.0,0.0,106,04:30:00,2005-04-14
2005-04-14 05:00:00,27.0,0.0,107,05:00:00,2005-04-14
2005-04-14 05:30:00,46.0,0.0,108,05:30:00,2005-04-14
2005-04-14 06:00:00,90.0,0.0,109,06:00:00,2005-04-14
2005-04-14 06:30:00,149.0,0.0,110,06:30:00,2005-04-14
2005-04-14 07:00:00,230.0,0.0,111,07:00:00,2005-04-14
2005-04-14 07:30:00,214.0,0.0,112,07:30:00,2005-04-14
2005-04-14 08:00:00,237.0,0.0,113,08:00:00,2005-04-14
2005-04-14 08:30:00,254.0,0.0,114,08:30:00,2005-04-14
2005-04-14 09:00:00,238.0,0.0,115,09:00:00,2005-04-14
2005-04-14 09:30:00,247.0,0.0,116,09:30:00,2005-04-14
2005-04-14 10:00:00,200.0,0.0,117,10:00:00,2005-04-14
2005-04-14 10:30:00,198.0,0.0,118,10:30:00,2005-04-14
2005-04-14 11:00:00,169.0,0.0,119,11:00:00,2005-04-14
2005-04-14 11:30:00,170.0,0.0,120,11:30:00,2005-04-14
2005-04-14 12:00:00,163.0,0.0,121,12:00:00,2005-04-14
2005-04-14 12:30:00,155.0,0.0,122,12:30:00,2005-04-14
2005-04-14 13:00:00,169.0,0.0,123,13:00:00,2005-04-14
2005-04-14 13:30:00,165.0,0.0,124,13:30:00,2005-04-14
2005-04-14 14:00:00,192.0,0.0,125,14:00:00,2005-04-14
2005-04-14 14:30:00,216.0,0.0,126,14:30:00,2005-04-14
2005-04-14 15:00:00,232.0,0.0,127,15:00:00,2005-04-14
2005-04-14 15:30:00,260.0,0.0,128,15:30:00,2005-04-14
2005-04-14 16:00:00,202.0,0.0,129,16:00:00,2005-04-14
2005-04-14 16:30:00,209.0,0.0,130,16:30:00,2005-04-14
2005-04-14 17:00:00,164.0,0.0,131,17:00:00,2005-04-14
2005-04-14 17:30:00,187.0,0.0,132,17:30:00,2005-04-14
2005-04-14 18:00:00,186.0,0.0,133,18:00:00,2005-04-14
2005-04-14 18:30:00,183.0,0.0,134,18:30:00,2005-04-14
2005-04-14 19:00:00,154.0,0.0,135,19:00:00,2005-04-14
2005-04-14 19:30:00,156.0,0.0,136,19:30:00,2005-04-14
2005-04-14 20:00:00,123.0,0.0,137,20:00:00,2005-04-14
2005-04-14 20:30:00,130.0,0.0,138,20:30:00,2005-04-14
2005-04-14 21:00:00,132.0,0.0,139,21:00:00,2005-04-14
2005-04-14 21:30:00,115.0,0.0,140,21:30:00,2005-04-14
2005-04-14 22:00:00,90.0,0.0,141,22:00:00,2005-04-14
2005-04-14 22:30:00,81.0,0.0,142,22:30:00,2005-04-14
2005-04-14 23:00:00,49.0,0.0,143,23:00:00,2005-04-14
2005-04-14 23:30:00,48.0,0.0,144,23:30:00,2005-04-14
2005-04-15 00:00:00,46.0,0.0,145,00:00:00,2005-04-15
2005-04-15 00:30:00,37.0,0.0,146,00:30:00,2005-04-15
2005-04-15 01:00:00,15.0,0.0,147,01:00:00,2005-04-15
2005-04-15 01:30:00,16.0,0.0,148,01:30:00,2005-04-15
2005-04-15 02:00:00,14.0,0.0,149,02:00:00,2005-04-15
2005-04-15 02:30:00,14.0,0.0,150,02:30:00,2005-04-15
2005-04-15 03:00:00,8.0,0.0,151,03:00:00,2005-04-15
2005-04-15 03:30:00,14.0,0.0,152,03:30:00,2005-04-15
2005-04-15 04:00:00,10.0,0.0,153,04:00:00,2005-04-15
2005-04-15 04:30:00,29.0,0.0,154,04:30:00,2005-04-15
2005-04-15 05:00:00,26.0,0.0,155,05:00:00,2005-04-15
2005-04-15 05:30:00,69.0,0.0,156,05:30:00,2005-04-15
2005-04-15 06:00:00,78.0,0.0,157,06:00:00,2005-04-15
2005-04-15 06:30:00,166.0,0.0,158,06:30:00,2005-04-15
2005-04-15 07:00:00,215.0,0.0,159,07:00:00,2005-04-15
2005-04-15 07:30:00,206.0,0.0,160,07:30:00,2005-04-15
2005-04-15 08:00:00,179.0,0.0,161,08:00:00,2005-04-15
2005-04-15 08:30:00,234.0,0.0,162,08:30:00,2005-04-15
2005-04-15 09:00:00,229.0,0.0,163,09:00:00,2005-04-15
2005-04-15 09:30:00,218.0,0.0,164,09:30:00,2005-04-15
2005-04-15 10:00:00,171.0,0.0,165,10:00:00,2005-04-15
2005-04-15 10:30:00,90.0,0.0,166,10:30:00,2005-04-15
2005-04-15 11:00:00,106.0,0.0,167,11:00:00,2005-04-15
2005-04-15 11:30:00,155.0,0.0,168,11:30:00,2005-04-15
2005-04-15 12:00:00,154.0,0.0,169,12:00:00,2005-04-15
2005-04-15 12:30:00,167.0,0.0,170,12:30:00,2005-04-15
2005-04-15 13:00:00,171.0,0.0,171,13:00:00,2005-04-15
2005-04-15 13:30:00,157.0,0.0,172,13:30:00,2005-04-15
2005-04-15 14:00:00,195.0,0.0,173,14:00:00,2005-04-15
2005-04-15 14:30:00,224.0,0.0,174,14:30:00,2005-04-15
2005-04-15 15:00:00,222.0,0.0,175,15:00:00,2005-04-15
2005-04-15 15:30:00,220.0,0.0,176,15:30:00,2005-04-15
2005-04-15 16:00:00,192.0,0.0,177,16:00:00,2005-04-15
2005-04-15 16:30:00,180.0,0.0,178,16:30:00,2005-04-15
2005-04-15 17:00:00,206.0,0.0,179,17:00:00,2005-04-15
2005-04-15 17:30:00,178.0,0.0,180,17:30:00,2005-04-15
2005-04-15 18:00:00,188.0,0.0,181,18:00:00,2005-04-15
2005-04-15 18:30:00,183.0,0.0,182,18:30:00,2005-04-15
2005-04-15 19:00:00,207.0,0.0,183,19:00:00,2005-04-15
2005-04-15 19:30:00,156.0,0.0,184,19:30:00,2005-04-15
2005-04-15 20:00:00,121.0,0.0,185,20:00:00,2005-04-15
2005-04-15 20:30:00,122.0,1.0,186,20:30:00,2005-04-15
2005-04-15 21:00:00,111.0,1.0,187,21:00:00,2005-04-15
2005-04-15 21:30:00,224.0,1.0,188,21:30:00,2005-04-15
2005-04-15 22:00:00,274.0,1.0,189,22:00:00,2005-04-15
2005-04-15 22:30:00,263.0,1.0,190,22:30:00,2005-04-15
2005-04-15 23:00:00,153.0,0.0,191,23:00:00,2005-04-15
2005-04-15 23:30:00,82.0,0.0,192,23:30:00,2005-04-15
2005-04-16 00:00:00,57.0,0.0,193,00:00:00,2005-04-16
2005-04-16 00:30:00,39.0,0.0,194,00:30:00,2005-04-16
2005-04-16 01:00:00,28.0,0.0,195,01:00:00,2005-04-16
2005-04-16 01:30:00,39.0,0.0,196,01:30:00,2005-04-16
2005-04-16 02:00:00,28.0,0.0,197,02:00:00,2005-04-16
2005-04-16 02:30:00,30.0,0.0,198,02:30:00,2005-04-16
2005-04-16 03:00:00,20.0,0.0,199,03:00:00,2005-04-16
2005-04-16 03:30:00,17.0,0.0,200,03:30:00,2005-04-16
2005-04-16 04:00:00,13.0,0.0,201,04:00:00,2005-04-16
2005-04-16 04:30:00,17.0,0.0,202,04:30:00,2005-04-16
2005-04-16 05:00:00,26.0,0.0,203,05:00:00,2005-04-16
2005-04-16 05:30:00,27.0,0.0,204,05:30:00,2005-04-16
2005-04-16 06:00:00,37.0,0.0,205,06:00:00,2005-04-16
2005-04-16 06:30:00,72.0,0.0,206,06:30:00,2005-04-16
2005-04-16 07:00:00,69.0,0.0,207,07:00:00,2005-04-16
2005-04-16 07:30:00,102.0,0.0,208,07:30:00,2005-04-16
2005-04-16 08:00:00,97.0,0.0,209,08:00:00,2005-04-16
2005-04-16 08:30:00,130.0,0.0,210,08:30:00,2005-04-16
2005-04-16 09:00:00,135.0,0.0,211,09:00:00,2005-04-16
2005-04-16 09:30:00,174.0,0.0,212,09:30:00,2005-04-16
2005-04-16 10:00:00,140.0,0.0,213,10:00:00,2005-04-16
2005-04-16 10:30:00,169.0,0.0,214,10:30:00,2005-04-16
2005-04-16 11:00:00,171.0,0.0,215,11:00:00,2005-04-16
2005-04-16 11:30:00,183.0,0.0,216,11:30:00,2005-04-16
2005-04-16 12:00:00,141.0,0.0,217,12:00:00,2005-04-16
2005-04-16 12:30:00,162.0,0.0,218,12:30:00,2005-04-16
2005-04-16 13:00:00,168.0,0.0,219,13:00:00,2005-04-16
2005-04-16 13:30:00,182.0,0.0,220,13:30:00,2005-04-16
2005-04-16 14:00:00,188.0,0.0,221,14:00:00,2005-04-16
2005-04-16 14:30:00,214.0,0.0,222,14:30:00,2005-04-16
2005-04-16 15:00:00,191.0,0.0,223,15:00:00,2005-04-16
2005-04-16 15:30:00,168.0,0.0,224,15:30:00,2005-04-16
2005-04-16 16:00:00,198.0,0.0,225,16:00:00,2005-04-16
2005-04-16 16:30:00,148.0,0.0,226,16:30:00,2005-04-16
2005-04-16 17:00:00,149.0,0.0,227,17:00:00,2005-04-16
2005-04-16 17:30:00,128.0,0.0,228,17:30:00,2005-04-16
2005-04-16 18:00:00,131.0,0.0,229,18:00:00,2005-04-16
2005-04-16 18:30:00,159.0,0.0,230,18:30:00,2005-04-16
2005-04-16 19:00:00,173.0,0.0,231,19:00:00,2005-04-16
2005-04-16 19:30:00,173.0,1.0,232,19:30:00,2005-04-16
2005-04-16 20:00:00,134.0,1.0,233,20:00:00,2005-04-16
2005-04-16 20:30:00,118.0,1.0,234,20:30:00,2005-04-16
2005-04-16 21:00:00,178.0,1.0,235,21:00:00,2005-04-16
2005-04-16 21:30:00,251.0,1.0,236,21:30:00,2005-04-16
2005-04-16 22:00:00,294.0,1.0,237,22:00:00,2005-04-16
2005-04-16 22:30:00,310.0,1.0,238,22:30:00,2005-04-16
2005-04-16 23:00:00,188.0,0.0,239,23:00:00,2005-04-16
2005-04-16 23:30:00,84.0,0.0,240,23:30:00,2005-04-16
2005-04-17 00:00:00,82.0,0.0,241,00:00:00,2005-04-17
2005-04-17 00:30:00,58.0,0.0,242,00:30:00,2005-04-17
2005-04-17 01:00:00,59.0,0.0,243,01:00:00,2005-04-17
2005-04-17 01:30:00,42.0,0.0,244,01:30:00,2005-04-17
2005-04-17 02:00:00,49.0,0.0,245,02:00:00,2005-04-17
2005-04-17 02:30:00,32.0,0.0,246,02:30:00,2005-04-17
2005-04-17 03:00:00,25.0,0.0,247,03:00:00,2005-04-17
2005-04-17 03:30:00,30.0,0.0,248,03:30:00,2005-04-17
2005-04-17 04:00:00,14.0,0.0,249,04:00:00,2005-04-17
2005-04-17 04:30:00,23.0,0.0,250,04:30:00,2005-04-17
2005-04-17 05:00:00,25.0,0.0,251,05:00:00,2005-04-17
2005-04-17 05:30:00,21.0,0.0,252,05:30:00,2005-04-17
2005-04-17 06:00:00,38.0,0.0,253,06:00:00,2005-04-17
2005-04-17 06:30:00,48.0,0.0,254,06:30:00,2005-04-17
2005-04-17 07:00:00,51.0,0.0,255,07:00:00,2005-04-17
2005-04-17 07:30:00,60.0,0.0,256,07:30:00,2005-04-17
2005-04-17 08:00:00,74.0,0.0,257,08:00:00,2005-04-17
2005-04-17 08:30:00,106.0,0.0,258,08:30:00,2005-04-17
2005-04-17 09:00:00,112.0,0.0,259,09:00:00,2005-04-17
2005-04-17 09:30:00,135.0,0.0,260,09:30:00,2005-04-17
2005-04-17 10:00:00,159.0,0.0,261,10:00:00,2005-04-17
2005-04-17 10:30:00,144.0,0.0,262,10:30:00,2005-04-17
2005-04-17 11:00:00,141.0,0.0,263,11:00:00,2005-04-17
2005-04-17 11:30:00,143.0,0.0,264,11:30:00,2005-04-17
2005-04-17 12:00:00,146.0,0.0,265,12:00:00,2005-04-17
2005-04-17 12:30:00,152.0,0.0,266,12:30:00,2005-04-17
2005-04-17 13:00:00,181.0,0.0,267,13:00:00,2005-04-17
2005-04-17 13:30:00,184.0,1.0,268,13:30:00,2005-04-17
2005-04-17 14:00:00,184.0,1.0,269,14:00:00,2005-04-17
2005-04-17 14:30:00,182.0,1.0,270,14:30:00,2005-04-17
2005-04-17 15:00:00,202.0,1.0,271,15:00:00,2005-04-17
2005-04-17 15:30:00,331.0,1.0,272,15:30:00,2005-04-17
2005-04-17 16:00:00,323.0,1.0,273,16:00:00,2005-04-17
2005-04-17 16:30:00,296.0,0.0,274,16:30:00,2005-04-17
2005-04-17 17:00:00,224.0,0.0,275,17:00:00,2005-04-17
2005-04-17 17:30:00,149.0,0.0,276,17:30:00,2005-04-17
2005-04-17 18:00:00,153.0,0.0,277,18:00:00,2005-04-17
2005-04-17 18:30:00,128.0,0.0,278,18:30:00,2005-04-17
2005-04-17 19:00:00,134.0,0.0,279,19:00:00,2005-04-17
2005-04-17 19:30:00,99.0,0.0,280,19:30:00,2005-04-17
2005-04-17 20:00:00,100.0,0.0,281,20:00:00,2005-04-17
2005-04-17 20:30:00,80.0,0.0,282,20:30:00,2005-04-17
2005-04-17 21:00:00,80.0,0.0,283,21:00:00,2005-04-17
2005-04-17 21:30:00,109.0,0.0,284,21:30:00,2005-04-17
2005-04-17 22:00:00,66.0,0.0,285,22:00:00,2005-04-17
2005-04-17 22:30:00,58.0,0.0,286,22:30:00,2005-04-17
2005-04-17 23:00:00,53.0,0.0,287,23:00:00,2005-04-17
2005-04-17 23:30:00,37.0,0.0,288,23:30:00,2005-04-17
2005-04-18 00:00:00,28.0,0.0,289,00:00:00,2005-04-18
2005-04-18 00:30:00,22.0,0.0,290,00:30:00,2005-04-18
2005-04-18 01:00:00,15.0,0.0,291,01:00:00,2005-04-18
2005-04-18 01:30:00,16.0,0.0,292,01:30:00,2005-04-18
2005-04-18 02:00:00,14.0,0.0,293,02:00:00,2005-04-18
2005-04-18 02:30:00,17.0,0.0,294,02:30:00,2005-04-18
2005-04-18 03:00:00,11.0,0.0,295,03:00:00,2005-04-18
2005-04-18 03:30:00,11.0,0.0,296,03:30:00,2005-04-18
2005-04-18 04:00:00,16.0,0.0,297,04:00:00,2005-04-18
2005-04-18 04:30:00,23.0,0.0,298,04:30:00,2005-04-18
2005-04-18 05:00:00,28.0,0.0,299,05:00:00,2005-04-18
2005-04-18 05:30:00,52.0,0.0,300,05:30:00,2005-04-18
2005-04-18 06:00:00,73.0,0.0,301,06:00:00,2005-04-18
2005-04-18 06:30:00,147.0,0.0,302,06:30:00,2005-04-18
2005-04-18 07:00:00,192.0,0.0,303,07:00:00,2005-04-18
2005-04-18 07:30:00,185.0,0.0,304,07:30:00,2005-04-18
2005-04-18 08:00:00,208.0,0.0,305,08:00:00,2005-04-18
2005-04-18 08:30:00,231.0,0.0,306,08:30:00,2005-04-18
2005-04-18 09:00:00,214.0,0.0,307,09:00:00,2005-04-18
2005-04-18 09:30:00,166.0,0.0,308,09:30:00,2005-04-18
2005-04-18 10:00:00,159.0,0.0,309,10:00:00,2005-04-18
2005-04-18 10:30:00,122.0,0.0,310,10:30:00,2005-04-18
2005-04-18 11:00:00,126.0,0.0,311,11:00:00,2005-04-18
2005-04-18 11:30:00,157.0,0.0,312,11:30:00,2005-04-18
2005-04-18 12:00:00,163.0,0.0,313,12:00:00,2005-04-18
2005-04-18 12:30:00,154.0,0.0,314,12:30:00,2005-04-18
2005-04-18 13:00:00,151.0,0.0,315,13:00:00,2005-04-18
2005-04-18 13:30:00,176.0,0.0,316,13:30:00,2005-04-18
2005-04-18 14:00:00,170.0,0.0,317,14:00:00,2005-04-18
2005-04-18 14:30:00,217.0,0.0,318,14:30:00,2005-04-18
2005-04-18 15:00:00,197.0,0.0,319,15:00:00,2005-04-18
2005-04-18 15:30:00,230.0,0.0,320,15:30:00,2005-04-18
2005-04-18 16:00:00,185.0,0.0,321,16:00:00,2005-04-18
2005-04-18 16:30:00,189.0,0.0,322,16:30:00,2005-04-18
2005-04-18 17:00:00,202.0,0.0,323,17:00:00,2005-04-18
2005-04-18 17:30:00,179.0,0.0,324,17:30:00,2005-04-18
2005-04-18 18:00:00,161.0,0.0,325,18:00:00,2005-04-18
2005-04-18 18:30:00,167.0,0.0,326,18:30:00,2005-04-18
2005-04-18 19:00:00,147.0,0.0,327,19:00:00,2005-04-18
2005-04-18 19:30:00,110.0,0.0,328,19:30:00,2005-04-18
2005-04-18 20:00:00,95.0,0.0,329,20:00:00,2005-04-18
2005-04-18 20:30:00,98.0,0.0,330,20:30:00,2005-04-18
2005-04-18 21:00:00,96.0,0.0,331,21:00:00,2005-04-18
2005-04-18 21:30:00,96.0,0.0,332,21:30:00,2005-04-18
2005-04-18 22:00:00,71.0,0.0,333,22:00:00,2005-04-18
2005-04-18 22:30:00,64.0,0.0,334,22:30:00,2005-04-18
2005-04-18 23:00:00,50.0,0.0,335,23:00:00,2005-04-18
2005-04-18 23:30:00,28.0,0.0,336,23:30:00,2005-04-18
2005-04-19 00:00:00,35.0,0.0,337,00:00:00,2005-04-19
2005-04-19 00:30:00,19.0,0.0,338,00:30:00,2005-04-19
2005-04-19 01:00:00,19.0,0.0,339,01:00:00,2005-04-19
2005-04-19 01:30:00,13.0,0.0,340,01:30:00,2005-04-19
2005-04-19 02:00:00,8.0,0.0,341,02:00:00,2005-04-19
2005-04-19 02:30:00,11.0,0.0,342,02:30:00,2005-04-19
2005-04-19 03:00:00,10.0,0.0,343,03:00:00,2005-04-19
2005-04-19 03:30:00,7.0,0.0,344,03:30:00,2005-04-19
2005-04-19 04:00:00,14.0,0.0,345,04:00:00,2005-04-19
2005-04-19 04:30:00,22.0,0.0,346,04:30:00,2005-04-19
2005-04-19 05:00:00,27.0,0.0,347,05:00:00,2005-04-19
2005-04-19 05:30:00,67.0,0.0,348,05:30:00,2005-04-19
2005-04-19 06:00:00,99.0,0.0,349,06:00:00,2005-04-19
2005-04-19 06:30:00,161.0,0.0,350,06:30:00,2005-04-19
2005-04-19 07:00:00,218.0,0.0,351,07:00:00,2005-04-19
2005-04-19 07:30:00,200.0,0.0,352,07:30:00,2005-04-19
2005-04-19 08:00:00,174.0,0.0,353,08:00:00,2005-04-19
2005-04-19 08:30:00,230.0,0.0,354,08:30:00,2005-04-19
2005-04-19 09:00:00,196.0,0.0,355,09:00:00,2005-04-19
2005-04-19 09:30:00,177.0,0.0,356,09:30:00,2005-04-19
2005-04-19 10:00:00,195.0,0.0,357,10:00:00,2005-04-19
2005-04-19 10:30:00,173.0,0.0,358,10:30:00,2005-04-19
2005-04-19 11:00:00,154.0,0.0,359,11:00:00,2005-04-19
2005-04-19 11:30:00,166.0,0.0,360,11:30:00,2005-04-19
2005-04-19 12:00:00,130.0,0.0,361,12:00:00,2005-04-19
2005-04-19 12:30:00,200.0,0.0,362,12:30:00,2005-04-19
2005-04-19 13:00:00,138.0,0.0,363,13:00:00,2005-04-19
2005-04-19 13:30:00,178.0,0.0,364,13:30:00,2005-04-19
2005-04-19 14:00:00,190.0,0.0,365,14:00:00,2005-04-19
2005-04-19 14:30:00,220.0,0.0,366,14:30:00,2005-04-19
2005-04-19 15:00:00,260.0,0.0,367,15:00:00,2005-04-19
2005-04-19 15:30:00,248.0,0.0,368,15:30:00,2005-04-19
2005-04-19 16:00:00,267.0,0.0,369,16:00:00,2005-04-19
2005-04-19 16:30:00,216.0,0.0,370,16:30:00,2005-04-19
2005-04-19 17:00:00,193.0,0.0,371,17:00:00,2005-04-19
2005-04-19 17:30:00,159.0,0.0,372,17:30:00,2005-04-19
2005-04-19 18:00:00,159.0,0.0,373,18:00:00,2005-04-19
2005-04-19 18:30:00,170.0,0.0,374,18:30:00,2005-04-19
2005-04-19 19:00:00,131.0,0.0,375,19:00:00,2005-04-19
2005-04-19 19:30:00,145.0,0.0,376,19:30:00,2005-04-19
2005-04-19 20:00:00,117.0,0.0,377,20:00:00,2005-04-19
2005-04-19 20:30:00,99.0,0.0,378,20:30:00,2005-04-19
2005-04-19 21:00:00,121.0,0.0,379,21:00:00,2005-04-19
2005-04-19 21:30:00,83.0,0.0,380,21:30:00,2005-04-19
2005-04-19 22:00:00,92.0,0.0,381,22:00:00,2005-04-19
2005-04-19 22:30:00,60.0,0.0,382,22:30:00,2005-04-19
2005-04-19 23:00:00,43.0,0.0,383,23:00:00,2005-04-19
2005-04-19 23:30:00,35.0,0.0,384,23:30:00,2005-04-19
2005-04-20 00:00:00,45.0,0.0,385,00:00:00,2005-04-20
2005-04-20 00:30:00,26.0,0.0,386,00:30:00,2005-04-20
2005-04-20 01:00:00,20.0,0.0,387,01:00:00,2005-04-20
